id;service;current_status;expected_status
"9d84d50c-538f-4670-bcc0-cecc9116af52";"api-de-registro-de-duplicatas-mercantil";"opened";"opened"
"9d84d544-c0aa-48b2-9200-86b6f3159a29";"api-de-carteiras";"opened";"opened"
"9d84d568-8a01-4d9f-9c87-41b965210724";"api-de-registro-de-duplicatas-mercantil";"opened";"opened"
"9d85315a-2c33-49e4-b65a-530088b1f882";"api-de-registro-de-duplicatas-mercantil";"opened";"opened"
"9d853ab9-22f6-4b49-a32f-4641efc0970d";"api-de-registro-de-duplicatas-mercantil";"opened";"opened"
"9d8561e2-b1ad-47c2-925c-b7300e556ebf";"api-de-registro-de-duplicatas-mercantil";"opened";"opened"
"9d85644b-c1e1-437a-8695-c05c635896dc";"api-de-registro-de-duplicatas-mercantil";"opened";"opened"
"9d856ee5-3adb-4cf6-92d4-2911547b5876";"api-de-registro-de-duplicatas-mercantil";"opened";"opened"
"9d856ffe-4d2a-4a1f-b013-7f19132ad0c6";"api-de-registro-de-duplicatas-mercantil";"opened";"opened"
